tweet,class
' الاقبال ع #cbc النهارده تاريخى يافندم   :D ♥ احنا مستنيين من دلوقتى اصلا   ^_^  ♥ #AG #AhmedGamal_On_CBC_Sat11pm @IdolAhmedGamal ',pos
#هناك_مكان_اسفل_الجحيم لكل واحد بيقعد يدافع عن حد لدرجة انه بيحسسك انه اله مبيغلطش #السيسي #مرسى #باسم #برهامي #يلا_نحفل_علي_احمد_ادم,neu
' @m_y_m_q @marram_w صباح الغلا ',neg
الإخوان انتقلوا في ظرف نص ساعة من تكذيب خطاب البنك المركزي لأن النهارده السبت إجازة البنوك إلى تحليله لإثبات انه بيأيد كلام مرسيألا تنبهرون,neu
رفض التلفزيون المصري ظهوري في برنامج عمرو خالد حملة التعتيم و التشويه مازالت مستمرة,neg
الف مبرررروك للعالمي ولجماهيرهـ  #النصر_الهلال,pos
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 458,neg
٢ بابا الأزهر وشيخ الكنيسة دعامتان لعصابة الانقلاب ترزى الفتاوى علي جمعه حاضر دائماً لعبوا علي الغرب لكذبة حرق الكنائس واضطهاد الأقباط,neg
' اختارت صحيفة World Soccer كريستيانو كأفضل لاعب لعام التانى على التوالي (أصوات أكثر من 100 صحفي) .  #R_M_4_A http://t.co/XYAvuszcYP ',neu
' @saharhassn ده هما الغلط ذاته ',neg
' مينا عطا #MinaAtta_on_cbc  مينو اتاخرت ليه يا ماااااااااااااااان ',neu
' * ينهمر ف البكااااااااااء مره اخري * ',neg
حاولت اكتر من مره البس بيجاما في البيت واعمل ابن ناس بس الجينز بيستهويني حتى جوه البيت #افضح_نفسك,neu
غياب العدل فى وطنى يبشر بانفجار غضب بركانى شعبى #يسقط_حكم_العسكر #الداخلية_بلطجية #انتخبوا_العرص,neg
#سؤال_برئ لبتوع #تويتر :: ايه الفرق بينك وبين الفيسبوك دلوقتي يابن المره #بروفايل_عره,neg
الأقباط المعينين في مجلس الشوري خانوا انفسهم ووطنهم وكنيستهم لقد رفضت عرض أن يكون اسمي ضمن المعينين وكنت اتمني أن ي,neg
' الناس اللى حضرت حفلات البرلمان القديم ياريت ما يحضروش الحفلة اللى جاية وخاصة ان مفيهاش رقص المرة دى . ',neg
' @MoudiKsa3 بالفيديو: نوال الزغبي أطلقت كليب أغنيتها الهيت “ولا بحبك”!  http://t.co/VffmtNWmry ',neu
في ناس من أنصار أبو إسماعيل زعلانين ونازلين شتيمة واضح إنهم محبطين عشان مش هيبقى في إعتصام ودبح عجول وكدهمعلهش اطلعوا مدينة الإنتاج تاني,neg
بيقولك سكاى نيوز اخوان انما السيسى هيضرب الاسطول الامريكى بالسيف الاوميجا #انقلاب_مصر #مرسي_رئيسي #_,neu
' @EskandarAdam طبعاااااا ♥ ',pos
' #الخواتم المتصلة ... بأسلوب #نانسي_عجرم و #وفاء_الكيلاني و #كيم_كارداشيان http://t.co/Ga9usBXHxY http://t.co/m0XnBkGQZE ',neu
اعتراف من نقابة الصحفيين الفاسدة: هناك مناخ معادى لحرية الصحافة بعد الانقلاب أكثر من إى وقت سابق، الصحافة اتهانت,neg
' 2014 سنه للنسياااان ! ',neg
فى #عظمتك ملقتش كتييييير #بتكسب و تفرح #الملايين #الاهلى,pos
' @ali_h352 ياباشا انا تحت امرك بس انت قول جزر هاتلاقيني :))  خلينا بعد 7 يناير علشان الزحمة ',pos
' اهداف وفرص ريال مدريد في كلاسيكو كاس الملك 25-1-2…: http://t.co/UYQepdsInd ',neu
' @SaddamHkhatib  ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  خلص وانت بخير  وبنحكي  كمان ههههههههه ',pos
اللغة تراث,pos
دستور لا يمر بموافقة ثلثين الشعب على الأقل وفقط بالأغلبية المطلقة يبشر بإنقسام الوطن والإطاحة بالإستقرار ولن يعمر,pos
' السبوعين اللي فاتو كانوا من أكبر فترات الضياع اللي عشتها فحياتي .. فيه حاجه غلط بجد ! ',neg
في كل الدنيا يلتزم المسئولون بتنفيذ تصريحاتهم المشير طنطاوي صرح بان سيوقف إحالة المدنيين الى محاكم عسكرية و كل يوم تتم إحالة مدنيين جدد,neu
' رنا سماحة عندما سعيت لدعمك تعرفت علي اشخاص يملكون في قلوبهم الطيبه ويسعون لهدف هو دعمك الجيش الرنوشي #رنا_سماحة_مع_عمرو_الليثي ',pos
' كل عام وانتم بخير 2015 http://t.co/tiCE9xgqMW ',pos
#حاجة_تستاهل_الحمد كل حاجه ف حياتنا اكيد !!!,pos
' خلي لنفسك حدود لا انت وﻻ غيرك يتعدوها !! ',neu
جاوب يا #حمدين علي ال ده أ- #السيسي مجرم و سأحاكمه ب-#السيسي قائد عظيم و لن احاكمه ج-#حمدين عبيط و عمره ما,neu
' العدل ف الميزان لكل خلق الله .. ',neu
' #محمدشاهين_مع_يوسف_الحسيني كله معانا علي الهشتاج ده ياجماعه ',neu
' @dianadona87 @engy_latif @Appeaxpredeator شوفو الصور الباقيه بتحمل تابعووا ',neu
"' """"""\""""فضل سورة الإخلاص   عن أبي سعيد الخدري  أن النبيﷺ قال في : قل هو الله أحد : &lt;&lt; والذي نفسي بيده ، إنها لتعدل ثلث القرآن)رواه البخاري\"""""""""""" '",neu
ائمة ودعاة وشيوخ البيادة يتحملون وزر قتل الابرياء فى المظاهرات كالقتلة تماما,neg
' - طلب [[ حسـام حسن ]] مـن اداره الاتحـاد السكندري التعاقد مع اللاعب لتدعيم صفوفه و بالفعل تعاقد معه الاتحـاد اعاره 6 شهور من الزمـالك !! ',neu
""": #تركيا كبير القضاة يتهم #أردوغان بـ ""فساد الضمير"" ويتعهد صون كرامة الأتراك وحرياتهم """,pos
إذا جعلك والديك أميراً مدللاً في صغرك فاجعلهما ملوكاً متوجة في كبرك,neg
' طب يعنى اروح اخدلى استراحه مذاكره فى الفاصل بدل ما اشيل الترم ده اول سنه فشل كده #رنا_سماحة_مع_عمرو_الليثي ',neg
' أقوى ١٠٠شخصية تأثيرا #هيثم_العبدالله. ٨٢ @haithamalabdull fans__haitham19@ #ZDRSEDK4  #كلنا_هيثم_واحنا_قدها http://t.co/deMePLSHt2 ',neu
' ولا بتطول معانا حلاوة الحلم ولا بتهاودنا قواعد الواقع ',neu
' إبراهيم محلب رئيس مجلس الوزراء لخالد صلاح: زيادة أسعار تذاكر مترو الأنفاق لن تكون زيادة مطلقة وإنه لابد من الحفاظ على هذا المرفق الحيوى ',neu
"' ""\""""في حفظ كتاب الله ... ألقِ اللوم على نفسك بالتقصير أو التأخير ولا ترمى به الآخرين ... من زوجة أو أبناء أو الوالدين أو عمل والتزامات الحياة '",neg
تلك الايام لما كنا ننتقد الاخوان يقولوا مش وقته تغلطونا دلوقتي،نخلص من العسكر و بعدين اعملوا اللي انتوا عايزينه، هيييه دنيا!!,neg
قذارة الانسان تكمن فى سكوته على وساخة ماحوله من اشخاص عن #حمدين_صباحى اتحدث,neg
و القضاء بقى حلو دلوقتي عشان قفل قناة مش عاجبانا؟مش ده القضاء الفاسد المسيس بتاع مبارك اللي حل المجلس؟ بقى فلة دلوقتي؟,neg
#جنايات_المنيا : تصدر حكماً بإعدام 37 إرهابيا اخوانياً وبحبك 492 لمده 25 عاما في قضيه اعمال العنف بمطاي بعد عزل الرئيس الخائن #محمد_مرسي,pos
' انا لما مش بلاقي حد اشتغلة .. بقعد اشتغل في نفسي و اضحك :D :D ',pos
كنت اكره القراءه و حولني الى مهوسه بها حولت البيت الي #معرض_الكتاب ممتنه لك جدا استاذي,pos
لولا فيلم الرصاصة لاتزال فى جيبى كنت نسيت ان النهارده عيد #تحرير_سيناء 'مع ان مفيش علاقة بينهم' #مصر,neu
' @BassoumaTiskat بس انتوا بتغلطوا ف المصريين كلهم ودى قلة ادب ',neg
' https://t.co/0NydBa7Y0J شباب رتويت هنا بليز ضرورى #DoaaOnCBC #DoaaElSebaii ',neu
' Just posted a photo @ يارب توفيقك http://t.co/KrDtcrvMbl ',pos
"""2000: واحد مننا وعايش زينتا "" واحد مش مننا وﻻ عمرة مثلنا دا ممثل ظيطة ولزوم الهيصة #مرار_طافح",neu
الذين انتخبوا شفيق ليسوا بالضرورة فلول الفلول ببساطة هم كل من اشترك واستفاد من فساد مبارك لا يمكن للثورة ان تتحالف معهم لانها قامت ضدهم,neg
' المدرسين بينتقموا مننا فى اﻻمتحانات والتصحيح ',neg
_بل هو العقل لان اسفل النعل ملئ بالقاذورات و القذارة فكيف تكون طاهرا اذا مسحت اسفله بعد مشيك في مكان نجس,neu
الخبر المتداول على بعض المواقع الصحفية والإخبارية والذي يزعم حصولي على تمويل أجنبي عار من الصحة تماما، ينبغي إيقاف حملة الإفك والتشويه فورا,neg
' أسرع سيارة كهربائية عام 2015 #بوابة_المصدر    عنوان التميز #خمسة_لاعبين_تحبهم_من_خارج_فريقك 2 http://t.co/H9yeh1JuV9 ',neu
