tweet,class
كل عام وأنتم بخير,pos
حاجة تستاهل الحمد كل حاجة ف حياتنا أكيد,pos
دع لنفسك حدود لا أنت و ﻻ غيرك يتعدوا,neu
جاوب يا حمدين على ال هذا أ السيسي مجرم وسأحاكمه بالسيسي قائد عظيم ولن أحاكمه حمدين عبيط وعمره ما,neu
العدل ف الميزان لكل خلق الله,neu
محمد شاهين مع يوسف الحسيني كله معانا على الهشتاج هذا ياجماعة,neu
شوفو الصور الباقية بتحمل تابعوا,neu
فضل سورة الإخلاص عن أبي سعيد الخدري أن النبي ﷺ قال في قل هو الله أحد والذي نفسي بيده إنها لتعدل ثلث القرآنرواه البخاري,neu
أئمة ودعاة وشيوخ القيادة يتحملون وزر قتل الأبرياء في المظاهرات كالقتلة تماما,neg
طلب حسام حسن من إدارة الاتحاد السكندري التعاقد مع اللاعب لتدعيم صفوفه وبالفعل تعاقد معه الاتحاد إعارة شهور من الزمالك,neu
تركيا كبير القضاة يتهم أردوغان ب فساد الضمير ويتعهد صون كرامة الأتراك وحرياتهم,pos
إذا جعلك والديك أميرا مدللا في صغرك فاجعلهما ملوكا متوجه في كبرك,neg
طب يعني أروح اختلى استراحة مذاكرة في الفاصل بدل ما أشيل الترم هذا أول سنة فشل هكذا رنا سماحة مع عمرو الليثي,neg
أقوى ١٠٠شخصية تأثيرا هيثم العبد الله ٨٢ كلنا هيثم ونحن قدها,neu
ولا بتطول معانا حلاوة الحلم ولا بتهاودنا قواعد الواقع,neu
إبراهيم محلب رئيس مجلس الوزراء لخالد صلاح زيادة أسعار تذاكر مترو الأنفاق لن تكون زيادة مطلقة وأنه لابد من الحفاظ على هذا المرفق الحيوي,neu
في حفظ كتاب الله ألق اللوم على نفسك بالتقصير أو التأخير ولا ترمي به الآخرين من زوجة أو أبناء أو الوالدين أو عمل والتزامات الحياة,neg
تلك الأيام لما كنا ننتقد الإخوان يقولوا غير وقته تغلطونا دلوقتينخلص من العسكر وبعدين اعملوا التي أنتم عايزينه هيه دنيا,neg
قذارة الإنسان تكمن في سكوته على وساخة ما حوله من أشخاص عن حمدين صباحي أتحدث,neg
والقضاء بقى حلو الآن من أجل قفل قناة غير عاجبانامش هذا القضاء الفاسد المسيس ملك مبارك الذي حل المجلس بقى فله الآن,neg
جنايات المنيا تصدر حكما بإعدام إرهابيا إخوانيا وبحبك لمدة عاما في قضية أعمال العنف بمطاي بعد عزل الرئيس الخائن محمد مرسي,pos
أنا لما غير بلاقي حد اشتغله بقعد اشتغل في نفسي وأضحك,pos
كنت أكره القراءة وحولني إلى مهوسة بها حولت البيت إلى معرض الكتاب متنه لك جدا أستاذي,pos
لولا فيلم الرصاصة لا تزال في جيبي كنت نسيت أن اليوم عيد تحرير سيناء مع null null علاقة,neu
فقط أنتم بتغلطوا ف المصريين كلهم ودي قلة أدب,neg
شباب رويت هنا لو سمحتم ضروري,neu
يارب توفيقك,pos
واحد منا وعايش زينتا واحد وليس منا و ﻻ عمره مثلنا هذا ممثل ظيطة ولزوم الهيصة مرار طافح,neu
الذين انتخبوا شفيق ليسوا بالضرورة فلول الفلول ببساطة هم كل من اشترك واستفاد من فساد مبارك لا يمكن للثورة أن تتحالف معهم لأنها قامت ضدهم,neg
المدرسين بينتقموا منا في ا ﻻ امتحانات والتصحيح,neg
بل هو العقل لأن أسفل النعل مليء بالقاذورات والقذارة فكيف تكون طاهرا إذا مسحت أسفله بعد مشيك في مكان نجس,neu
الخبر المتداول على بعض المواقع الصحفية والإخبارية والذي يزعم حصولي على تمويل أجنبي عار من الصحة تماما ينبغي إيقاف حملة الإفك والتشويه فورا,neg
أسرع سيارة كهربائية عام بوابة المصدر عنوان التميز خمسة لاعبين تحبهم من خارج فريقك,neu
نص بنات مصر هيعنسوا,neg
الطبالة يمارسون حرب اللاعنف على المشروع الإصلاحي فيحاربون جميع المصلحين بالقذف والتخوين مما يساهم جليا في خلق متطرفين راديكاليين,neu
أحلى فرصة فقط ري ﻻ كس,pos
إذا تم العفو عن مبارك ونظامه فهذه رسالة من الشعب إلى الرئيس القادم تعالى اسرقنا واستبد بنا وذلنا كما كان مبارك,neg
null أحسن من الشخص الذي يفهمك وأنت زعلان حتى لو ضحكت,pos
على سبيل الصياعة أنا نزلت أقعد مع أصحابي في روحت البيت في سنة جديدة,neu
من يعطل القانون وجب وقفة ولكن السباب ينافي الكثير من الأخلاق والمبادئ,neu
يقبض أنصار الإسلام السياسي أموالا مجهولة المصدر ثم يشترون بها الأصوات وعندما ينتقدهم أحد يفتحون عليه صفيحة قمامة شتائم يعني دجل وقلة أدب,neg
سيبك متة هذا أهبل,neg
في حالة تشاور مستمر حول الخطوة القادمة من أجل توافق وطني على حكومة الإنقاذ مع السيد حمدين صباحي ود البرادعي,neu
الوزراء أغلبهم أكاديميين من حملت الدكتوراه نتمنى مجلس الوزراء يجمع الأكاديمي والناجح من القطاع الخاص,neu
فاطمة ناعوت التي السيسي أمرها بنشر صحيح الدين الإسلامي في مصر بتحاكم جنائيا بتهمة ازدراء الدين الإسلامي منقول فاشية عسكرية ودينية,neg
الله,pos
جمال سلطان فضح الانقلاب وأعاد الحق لمرسى بعد أن عانده كثيرا,neu
مصر العربية قلبمقالاتقلب مروة رخا تكتب مونتيسوري مصر لقراءة المقال من هنا,neg
كفاية بعد عن ربنا هذه النهاية قريبة,neu
البوس حاجة متعة الصراحة وحاجة حلوة فشخ وأحلى حاجة لما هرمون الاكستوسين يبرد في الإفراز ونسبته تزيد في الجسم أحيه على هذا إحساس,pos
مدرسة الطبري بشيراتون,neu
البرنامج الحلقة كاملة,neg
الذي حصل مع محمود شعبان في التحرير أفترض عليه لأنه ضعيف هي هذه أخلاق الثورة غير أخ,neg
انتهى أنسى يا صاحبي,pos
حزب الوسط الآن يتقدم مسيرة هائلة إلى محكمة دمياط لتقديم أوراقه للانتخابات البرلمانيهسعيد جدا بثقتكم,pos
سكايب كول مع ظاظا تلت ساعات ونص من أجل نخلص سكشن تمانية وهنام وش الصبح قحة,neg
البرنس مواهب حلمي,pos
لا يوجد تيار بقوة هذا الشعب العظيم الذي قام بالثورة,pos
حوار جولاتي ونسوان,neg
محبين البرنامج بيزيدوا,pos
شوفي المقال هذا عن بنات المغرب وتهجيرهم للخليج للدعارة هه هذا أنتم إلى مسخرة بجد,neg
كلمتين وفقط أحبك جدا إلى أحدهم,pos
بالنسبة لقناة فلول والحاجة سما المصري الذي صدعونا بخبر القبض عليها وتراخيص وحوارات القناة حتى الآن شغالة هو كان فيلم هندي من أجل يتشهرو أكثر,neg
رايف العتيبي هم لفاني يا سعد حزة عصير من بين خلق الله قلبي سطابه حتى بحياتي يا سعد عرقل السير أصبحت كني ميت من عذابه عبد المجيد العنزي,neu
